tweet,label,id
@USER Good Day   I trust that you are well  Please send me your email address,NOT,7406
@USER You rock Laura.  We need the Rinos exposed.  They are hiding behind Republican status.  We need new blood in November.  It has to continue to 2020.  MAGA  Our forefathers would want us to save our Country.,NOT,7407
@USER Right.!!!! I don't know what the hell he is saying half the time. I would get thrown off the show the first episode.!!!!😟😕,NOT,7408
"@USER @USER Conservatives Right we've bought a load of Steam powered Rolling Stock for Brexit Britain, Why not close a few more lines like they did with the Beeching cuts?"" URL",NOT,7409
@USER @USER @USER that sucks. Have plans?  you should team up with lemons!,OFF,7410
"@USER @USER This is absurd. Read more about the history, politics, and true belifs of fascism. Antifa do not/cannot do the bidding of ruling class because that's what fascism is for aka bootlickers. And u.s. liberals"" have always been right leaning.""",NOT,7411
@USER People need to get a life. She is a beautiful lady doing her job. They need to leave her alone and leave Tessa alone. Doesn’t matter what you are everybody needs to show love not hate.,NOT,7412
@USER he is going extinct,NOT,7413
@USER @USER @USER Fucking glory hunters,OFF,7414
@USER @USER @USER @USER The UK only has a fraction of the population &amp; had a fraction of the number guns we do not to mention a gun culture &amp; demand of which there is ample supply here. UK type of gun control will not work here but will exaserbate the gun problem.,NOT,7415
@USER You would. Can't fix stupid.  #MAGA #QAnon #ThursdayThoughts #DrainTheDeepState #ThankfulThursday #WWG1WGA #WalkAway,OFF,7416
2019 tours will include flights and hotels.,NOT,7417
Trump is what we need #MAGA,NOT,7418
Trump... an Ive league billionaire and negotiator extraordinaire!! Jan... #Resister !! 🤔 I’ll take Trump!!! #MAGA #Trump2020 URL,NOT,7419
@USER @USER @USER @USER I knew we would find out that this is all the liberals’ fault. 🙄,OFF,7420
@USER Excuse you.  Do you own Twitter? Do you have Twitter rights that no one else does?   If you continue to viciously attack and name call me - I will continue to respond and defend myself.     Typical liberal trying to argue all Antifa style.  Guess what?!? You still lose!,NOT,7421
@USER Another funny thing is how they refer favorably to Japan because of gun control but admonish Japan for their refugee policies 🤔🤔,NOT,7422
@USER What the earthy fuck is RACKET ABUSE??????  A fake-ass penalty. Have you ever put down the donuts and watched a men's match??????,OFF,7423
@USER 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 THAT SUMS UP THE STATE OF LIBERALS,NOT,7424
@USER @USER Lmao please show me the proof of all you state. Not what I said on CNN. Facts just the facts. Like I said funny all this pops up when all the other stunts didn’t stop the vote. If she is serious she can recall the house how she got there and all the important info. Not that it,NOT,7425
A Long Ass Blog That Might Not Make Sense URL,OFF,7426
@USER Brett Kavanaugh was supposed to be a selling point for GOP candidates in the midterm elections. But now he could become a liability...CBS enough of all your BS lies. Go away with your other liberals CNN. MSM. WE ARE NOT LISTENING TO YOUR IGNORANT BS Stories!!! 😡😡😡😡,OFF,7427
@USER @USER he is rushing to catch up to drumpf,NOT,7428
@USER @USER Happy Birthday Tyler! May God favor you with a day as AMAZING as you are! Be blessed today &amp; always!! 🎉🎉,NOT,7429
"@USER Question: Did you get the amount of money from liberals you wanted? After 30"" years, that was your only reason.""",NOT,7430
@USER Conservatives have become the cadaver party.,OFF,7431
@USER @USER @USER @USER So pleased you gave me the oppotunity to show some more truth1 thanks so much I love to use supporters of the corrupt as a billboard!  URL,NOT,7432
@USER He is making faces like Peter strokz...,NOT,7433
@USER the reason you haven’t heard from Dr Ford about whether she is available to testify on Monday yet is because She is feverishly trying to find someone to corroborate her story with the help of the DNC and Soros’ deep pockets!,NOT,7434
@USER His name is Coco!  He is a Pomeranian.  He's actually old.  He's is 12. The most loyal dog I have even known!,NOT,7435
"@USER I dont think it was her race or looks. Biden and liberals were put on strategic defensive by CT's claim that he was being electronically lynched. He played the race card and liberals folded like cheap suits. GOPers now just do not care.""",NOT,7436
@USER As soon as Kavanaugh is seated you can say goodbye to federal gun control. Never in your life will you see it again.,NOT,7437
@USER He is definitely an adorable little guy.,NOT,7438
//You are all not ready for #makotoniijimaweek2018,NOT,7439
@USER @USER @USER —jameis winston— he is no longer in college whereas Jimbo Fisher and his school protected this sexual predator...he needs to sit in prison...he is getting off easy because she didn’t filed sex charges against him...,NOT,7440
@USER @USER Yep. And if he would get rid of the bell instead of taking sacks I’d be thrilled. Not sure if he is aware of the rule. But you can throw the bell away,NOT,7441
@USER Lmfaooooo foh w that free thought shit Lmaoooo,OFF,7442
. My God. #TheEmmys  And the limousine liberals are sick disgusting animals with no brains.  .,OFF,7443
@USER @USER Actually I think Antifa over took them and YOU contributed to their silence too..,NOT,7444
@USER I bet they all have 'fitted' waists. Because women are meant to look 'hourglass' even when they don't give a shit.,OFF,7445
@USER Cockwaffle or normal waffle?,NOT,7446
#IdiotAlert Gun control activist David Hogg suggested AR-15s cannot be used for self-defense because they shoot further than handguns. URL,OFF,7447
@USER I have long thought that liberals are children trapped in adult bodies.,OFF,7448
@USER @USER Of course he is. He will be remembered for being the biggest hypocrite in history. They change the rules constantly. #GOPHypocrites,OFF,7449
@USER What does a snot nose 18-year-old kid know? He’s just a loud mouth immature punk who the media has placed on a pedestal using to promote gun control. He is fed tag lines to spark controversy in order to bring attention to the gun control debate that he knows nothing about.,OFF,7450
"@USER ONLY the Left is violent, like they guy who shot GOP Senators, and antifa who trash Berkeley, Portland. And BLM that trashed Ferguson.  NOBODY who actually attacks makes death threat first, duh. They Just Do it"" as Nike who now supports cop-killers put it.""",NOT,7451
@USER @USER Why do you think liberals hate guns?  Bc we don’t think military weapons should be in civilian life? Please.,NOT,7452
@USER @USER @USER @USER @USER @USER 1) A fetus may or may not become a baby. 1/3 or pregnancies end in miscarriage. If a woman had pregnancy complications that could kill her are Conservatives going to let her dies because the fetus she is carrying has a 2/3 chance surviving?,NOT,7453
@USER Hedy Lamarr is a close second.  She is fascinating.,NOT,7454
@USER ❤ You are beloved! ❤,NOT,7455
"@USER Please don't tie him to the left - the guys pathalogical Also, let's not make alt-left"" a thing.  The alt right are Nazis and white supremacists  a bunch of random college / yuppie socialists, podcasters, and a few antifa are not equivalent in any way, shape, or form.""",NOT,7456
@USER There is no way you can defend @USER   He is the worst for Auburn. Time to part ways,NOT,7457
@USER @USER Isn’t he married?  Where is his wife?,NOT,7458
@USER That is a lot of guilt for Tucker to take upon himself. Surely he is not the only on at fault?,OFF,7459
@USER Oh man I was just telling myself this today. Such good and encouraging advice when you are doing something new.,NOT,7460
@USER @USER Yes mothers now this is what the deranged left will make you do to your little boys! Are we really going to let this happen? Pure EVIL! #VoteDemsOut #MAGA #2020 #ConfirmJudgeKavanaugh @USER URL,OFF,7461
@USER @USER @USER Different story now he’s attacking Liberals isn’t it 🤔😐 ... he’s been doing this this since #KillGough Wasn’t an issue back then tho (apparently) #auspol,NOT,7462
. This little one is my why. She is the reason I strive each day to become a better version of who I already am. . Before babies I used to fear I’d never have enough time for a family.… URL,NOT,7463
@USER That or she is an awfully good transvestite,OFF,7464
@USER @USER Omg shyt,OFF,7465
@USER @USER Sir now to Russia....Putin is broke and a little bit crazy...The paltry 1.7 Trillion GDP might cause desperate actions from his dying regime. Denuclearization in exchange for oil patch tech. Thats all they have.. Sir..MAGA,OFF,7466
...and then there's this: URL  #TRUMPARMY🇺🇸© @USER #AllVetsRadio #VOC #TheBrooksBrown✔️ #MAGA❤️🇺🇸 @USER @USER  @USER  @USER  @USER URL,NOT,7467
@USER @USER Either you Democrats &amp; liberals move aside or we will help you move aside we the People can remove you from office 20+Million Veterans can’t be wrong URL,NOT,7468
@USER @USER Pushed to my limits. URL,OFF,7469
@USER @USER @USER #TrumpDerangementSyndrome Case number 3837252 Wow #liberals got it bad about the same as the #msm,NOT,7470
@USER What a handsome boy! Reminds me of one of my fosters a little bit. Sorry I don’t have a better picture - she is one of the ones that got away. I’d have 20 if I could. URL,NOT,7471
@USER Seriously?! Do you really believe your own crap? Why don’t you just move on if she is so offensive. This ugly side to you is very unbecoming😞,OFF,7472
@USER She never planned to testify. It was all an act - one that fell flat very quickly.  Liberals will never learn.   We know their tactics. We can accurately predict their actions &amp; responses. We also know how to think &amp; do research. That's why they hate us. They can't control us.,OFF,7473
@USER @USER You are awesome!,NOT,7474
@USER She is your sister!lol,NOT,7475
#cincinatti  well these shootings will keep happening because of your stupid gun laws so its time americans woke up and do something about it because it will keep on happening again and again and not god and prayers are going to help only proper gun control laws will.,OFF,7476
"@USER Rosie hugs him tight Hello Angy."" She smiled happy ""Im so happy that she is back and I bet you Levi will be here in a few seconds."" Levi walks in and gasps ""ROSIE!"" Levi ran over making Jack smile""",NOT,7477
@USER Oh my god. They’re so fucking cute.,OFF,7478
@USER I hope you are liking the cooler weather. My husband and I are going to watch the other Hellboys before we see yours in the theatre. We are both excited!!,NOT,7479
@USER @USER @USER Why would anyone be in group lock-step with either party? I’m in favor of gun control and believe in climate change. I’m against big government and wealth redistribution. Independent thinkers don’t fit into either party.,NOT,7480
@USER Yea I think so! She is for the time being thanks for asking :),NOT,7481
@USER His jewels have their own gravitational field!🛸,NOT,7482
@USER National Unity? O you are so full of it! You just tweeted to get people mobilized. Does that mean paying people to mobilize and cause violence! Where is it that you spoke out about ANTIFA? A Official group of terrorists.,OFF,7483
"Chris Christie: Kavanaugh Allegations 'Extraordinarily Unfair'""  URL #TCOT #MAGA #RedNationRising""",NOT,7484
@USER I’ve actually never seen GOT but I know who he is and I still died,NOT,7485
@USER @USER Such a cool Synchronicity..it def made my day!  Just released a thread w/exactly this concept.  #DeutscheBank connection is undoubtedly the pivot point..&amp; #Mueller has a crack squad of financial forensics experts on his team w/VAST DB $$-laundering knowledge.  Subpoena #Kavanaugh,NOT,7486
.@USER used his #LDConf2018 speech to spell out the issues facing Britain and how they can be overcome without resorting to the populism of @USER and the @USER The @USER are the only party who #DemandBetter for Britain URL,NOT,7487
@USER @USER Brilliant! #MAGA #WalkAway,NOT,7488
@USER She is inciting violence .  Big difference between free speech and inciting violence.  Sometimes you are expecting action good or bad from the words you use.  People must be held accountable for those words good or bad.,NOT,7489
@USER I hope he can get back too ND🍀 Days He Is A Real Dawg!,NOT,7490
#Muslims and #Islam finally got their #WhiteSupremacist #Terrorists they have wanted for so long they can harp on about and say were worse than them ..  Two 15 year old boys from #Ramsgate!  Jesus 🤔  #MAGA #MEGA #MCGA #MBGA #Conservatives #Patriots URL,NOT,7491
@USER Trump is just playing whit liberals I bet this is his way to help conservatives win next elections and take credit. Trudeau is in the corner right now. Any deal whit USA will be bad for Canada.,NOT,7492
"@USER @USER Serena is a bully. She threatened to shove a ball down the throat of a line judge in the 09 US Open. She was 2 points away from losing in the semifinals when she dbl faulted. She went ballistic and was penalized a point. She lost the match due to her threats. She's a bully""",OFF,7493
@USER There already is gun control tho...,NOT,7494
@USER @USER Some of Christine Blasey Ford fine upstanding AMERICANS she follows: Beverly Hills Antifa Laguna Beach Antifa Neverland Antifa Midwest Antifa Boston Bob Antifa Wait for it; ANTHONY WEINER - INMATE# 3425742 @USER Kinda says it all! WWG1WGA PATRIOTS...,NOT,7495
@USER I don't think he needs a qualification.  But good  on you. I am impressed.  You are an inspiration to you younger peers.,NOT,7496
@USER ...Stay Classy!!...what a bully - if I were the ump I take her to court for bringing his reputation into disrepute...🤔🤔🤔 URL,NOT,7497
@USER He is 100% and ballin',NOT,7498
@USER I was actually thinking you were joining antifa.,NOT,7499
@USER she is back !,NOT,7500
@USER @USER The left have become a bunch of thugs. #NancyPelosi #chuckschumer,OFF,7501
@USER Full truth and justice.... URL,NOT,7502
@USER He is right,NOT,7503
@USER YES I am so tired of relying on mfs to answer the phone for some shit that’s not even worth it! I’m about to be the new plug 😂😂😂,OFF,7504
@USER @USER @USER European liberals and conservatives must stand together against populism. Follow my page if you think the same. @USER,NOT,7505
@USER I do love you but don't give him an excuse..he isn't mentally ill he is a dangerous idiot!!!!,OFF,7506
@USER @USER #brexit @USER So we are being dangled another fictional carrot by CONservatives of an increase in social housing in 2021......we don’t know what’s happening in 6 months? Are we meant to be as stupid as Trump supporters and swallow this propaganda?,NOT,7507
"@USER @USER @USER @USER @USER @USER @USER And the definition of freedoms is also important. For instance, most of those countries have strict gun control. Some will also jail you for calling somebody a name on Twitter. Against the law in London to carry a pocket knife. However, some label those freedoms"". I don't.""",NOT,7508
"@USER .@USER calls you an intellectual prostitute"" because he knows that you are smarter and more intellectual than he.""",OFF,7509
*** TO BE DESTROYED 09/08/18 ***  We don't have a back story on friendly GLORIOUS....she is a sweet young lady who may just need a little time to decompress and feel confident. Please help her tonight!! URL … URL,NOT,7510
@USER @USER Take a joke lefties. Her behaviour was disgusting. So it is drawn.,OFF,7511
@USER @USER Latino Conservatives=Self-Hating Freaks,OFF,7512
@USER I can definitely do that for sure!,NOT,7513
@USER @USER Google needs to lose its 501-3c privlages.,NOT,7514
@USER @USER Whatever happened to innocent until proven guilty... liberals just want Kavanaugh to be guilty because Trump picked him. Get over yourselves,NOT,7515
@USER Can we talk about how he is having the worst year of any player in yankee history?,OFF,7516
.. this woman has nothing but play tennis and yet she is constantly being disrespectful it’s insane. the whole all owes her an apology atp URL,OFF,7517
"@USER @USER (1) Ok lets play this game. Which side"" is openly advocating for the persecution of a race &amp; promoting segregation? Which is supporting a militant group very similar to Hitlers brown shirts (Antifa)? Which is calling for gun control (even wanted armbands)?""",OFF,7518
@USER He is a child ~ a retarded one.,OFF,7519
@USER I mean if Allsup was a communist or some Antifa shithead people would be coming to her defense despite what a shit she is.   This political team sports is dumb. Allsup is a Dickweed.,OFF,7520
@USER I'll bet she is a liberal democrat.,NOT,7521
@USER @USER @USER You assholes are both going to jail.  What happened to the $94million paid to your company?  Mueller knows.,OFF,7522
@USER @USER @USER @USER @USER @USER Lol you are being mean.,OFF,7523
@USER @USER Because he is a traitor,OFF,7524
2be clear I fully support free speech.  But especially when libertarians and conservatives are being silenced I don't want to read leftist trash talk in my timeline.  I don't want them censored.  I just don't remember following them.  But it is enough that I can personally block.,NOT,7525
@USER I’ll go pick u up fuck an Uber,OFF,7526
&gt;Literally runs through the wall. There was now a hole.  Master! You are okay? URL,NOT,7527
@USER She is hot!!,NOT,7528
@USER YOU ARE HELPING THE #RedWaveRising URL,NOT,7529
@USER Shhh don’t let conservatives see this!! URL,NOT,7530
@USER all those muscles,NOT,7531
@USER I believe that gun control laws should be more extensive. i feel that the government should come up with a better way to assign people guns. i agree with protecting yourself but to what point. Its alot of innocent people dying. #102/20522,NOT,7532
@USER @USER No fr! People are always on the most bullshit &amp; I’m not postponing or missing anything else because another person can’t get their shit together. So if all else fails I go by myself &amp; Tbh I end up having a better time anyway 🤷🏽‍♂️,OFF,7533
@USER @USER @USER @USER Coming out of closet and admit he is Russians asset,NOT,7534
@USER He will end in gitmo,NOT,7535
@USER He is so very stupid. Or is it he is just so concrete??,OFF,7536
@USER She is delusional! Get rid of Electoral College so she and her corruption cronies can ruin the USA! They almost did!!! #VoteRedToSaveAmerica  #MAGA 🇺🇸🇺🇸🇺🇸,OFF,7537
@USER I understand that.. but she has 4 children and she is mad because she and her 7 week old were asked to leave a book club meeting at 9:00... obviously someone was with her other children at home so why bring the baby,NOT,7538
@USER @USER @USER @USER @USER @USER Bro we are one big happy family,NOT,7539
@USER Well since your streams always have porn in the title im going to sa you love porn,OFF,7540
@USER Dominos is ass,OFF,7541
@USER Hi hopefully you are now on board as one has passed through. I do apologies for the delay. We have experienced heavy delays across most services passing through St Albans due to roadworks. Apologies for the delayed response.,NOT,7542
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Hahah yes because trump beat Obama in the election 🤣,NOT,7543
@USER I muted her awhile ago when she tried to say some shit like that 6ix9ine was doing positive work for Mexican rap like he isn’t some kind of pedo garbage.,OFF,7544
@USER Fresh boy think he is strong 😂,NOT,7545
1. My love ~ 2. . . . okai . . there you are ~ URL,NOT,7546
.@USER the Kavanaugh accuser issue makes it evident the dbl standards the Dems use to discredit conservatives.  Please release and make public ALL the names of those who used the congressional sexual harassment fund. Let all the their accusers come forward... URL,NOT,7547
@USER can you pls get rid of holly he is so uneducated of sports. Wheb you have sportscasters who have been throgh the sport and are professional in their presentation he looks like a joke,OFF,7548
"#diversity has become #tribalism. #culturalappropriation is Left's 'unwinding of #America. URL #tcot #conservatives""",NOT,7549
@USER He’ll no!!!! It’s all about creating New Democratic Voters!!,NOT,7550
@USER @USER maybe it was democrat antifa,NOT,7551
@USER You are literally one of the most beautiful people I have ever seen in my entire life and I want you to know that.,NOT,7552
@USER @USER Me too! Jacks a sack! We conservatives tweet in a barrel!,OFF,7553
@USER @USER @USER @USER I am suggesting ways for our Climate Barbie to lead by example. Something liberals don't know how to do. 5 ethic code violations will prove that.,NOT,7554
@USER @USER A voice from the frontline of domestic violence that the gun lobby cannot drown out. #cdnpoli URL,OFF,7555
@USER Before long football players will receive about half of what they make now. Let them keep protesting. The players aren’t going to win this.,NOT,7556
@USER @USER You are insinuating that the rape victim is not credible because polygraphs are not admissible in court.,NOT,7557
@USER A new hero. God bless him,NOT,7558
@USER  yet another “good guy with a gun....”🤦‍♀️ WE NEED COMMON SENSE GUN CONTROL LEGISLATION #doSomthing @USER #VoteTheGOPOut #CountryOverParty  Documents: Alleged mass murderer thought wife was cheating URL,OFF,7559
@USER @USER Where does antifa fall on this report? Or did you only look at the right?,NOT,7560
@USER @USER @USER @USER Im going to tell you one more time to fuck off before I block and report your ass. Whos your current president?,OFF,7561
@USER The greatest generation and the original #antifa Thank you for freeing us from nazism!,NOT,7562
@USER Ahhh how the left punishes it’s soldiers. Today is your last day=don’t forget your 6 million dollar goodbye check. Thanks for supporting the cause.,NOT,7563
@USER @USER @USER @USER You liberals are so “ nice” and “ caring”,NOT,7564
@USER I have backtraced your IP and have sent you information to AntiFa.,NOT,7565
MAGA are PERVERTS AND DEMONS-PERIOD! NOTHING IS SACRED OR INNOCENT WITH THESE MUTTS OF SATAN URL,OFF,7566
@USER Tell me did restoring your computer to an earlier date correct your problem you were having ?,NOT,7567
@USER You do realize how ridiculously radical all these tweets sound right. Who are you trying to mobilize antifa?,OFF,7568
@USER He looks like he’s been sucking on a lemon before he goes into those hearings.,OFF,7569
- Is Colin really that hot?  - Yes he is! 😏 URL,NOT,7570
@USER He is so brutal. Hopefully he sells the team...,OFF,7571
@USER Keep getting yours,NOT,7572
@USER @USER liked Trump but he is too scared from democrats. Plus he is making millions making unprofessional short videos. Its pretty much like looting the liberals but legally,NOT,7573
@USER I’m thankful that people who virulently demand gun control frequently don’t have guns. Mercifully it’s  natural selection in a way. They generally show violent tendencies verbally. Licensed gun owners are usually a very civil and polite group b/c they understand the alternative.,NOT,7574
@USER How about just F*!k her @USER she is an instigating big mouth bitc* &amp; so is her evil friend. @USER MY OPINION!!! #teamtani,OFF,7575
@USER @USER @USER No I don't know. But I know he is one heck of a patriot who preached the unity of the people of #Ethiopia when it was costly to do so.,NOT,7576
@USER @USER Big Wanda fucked with the wrong one 😂😂😂,NOT,7577
@USER @USER @USER @USER @USER @USER @USER Did I say that 🤔 no  typical liberals,NOT,7578
@USER @USER That would be about how the Dems work. Still think Dr F was told long before it wasn’t ever going to this far because someone convinced her the conservatives would roll over immediately,NOT,7579
@USER @USER @USER @USER @USER And you are who to speak for the rest of us?,NOT,7580
@USER Stamp we did this shit all the time,OFF,7581
@USER @USER needs serious psychiatric help. This guy is an anger management bi polar psych 101 case study. URL,OFF,7582
@USER He got his chance and blew it,OFF,7583
@USER I think he is up to super bad stuff.,NOT,7584
@USER @USER No kidding! Tell your sons to NEVER be alone with a woman unless you are dating and even then protect yourself somehow...geez I don't know turn your recorder on.,NOT,7585
@USER @USER Liberals Demonuts will never learn. Conservatives always will find the Truth and blow their whole story.,NOT,7586
"@USER But But But we need more gun control right? Oh wait... GUESS THAT DOESNT STOP CRIMINALS, only law abiding citizens. Which is known. So.... think on why they"" want to CONTROL you and disarm you.""",OFF,7587
#Toad The one on top. NObama is best described as such..... 🇺🇸#MAGA #Trump2020🇺🇸 URL,NOT,7588
@USER More like what I’m missing... lmao I’m just bitter about being ignored yet again and I’m ignoring her because that’s what I’m like but it’s so hard not to message her 😭,NOT,7589
@USER #MAGA Durbin must have participated in the Tesla podcast to think Huessein’s administration was scandal free. Durbin thinks gun control works in Chicago also. #2A #rahmemanuel #ChicagoPD @USER,NOT,7590
@USER Colin is a dick would sell out just as quick!,OFF,7591
@USER That’s right #WalkAwayFromDemocrats  #VoteRedToSaveAmerica  #VoteRed2018  #MCGA. #MAGA,NOT,7592
@USER Ugh put your antifa mask back on before you scare the children,NOT,7593
"@USER Now to get inner cities, i.e.#Chicago, to have policies that promote job growth there so that the #nuclearfamily returns. The lack of one is why @USER @USER have the daily killings, NOT a gun control"" issue. #twill""",OFF,7594
@USER Awesome 👏🏻👏🏻👏🏻👏🏻. Of course the left will think differently but who cares. This is great!!!,NOT,7595
@USER @USER Tears of joy?,NOT,7596
@USER She is full of it. She will go for it.,NOT,7597
@USER @USER @USER You are not a poet. Don't ask how I knoweth.,NOT,7598
"Nearly Half a Trillion Dollars Already Repatriated; More Coming""  URL #TCOT #MAGA #RedNationRising""",NOT,7599
@USER Remember. People who make up stories don't ask the FBI to investigate those stories. #KAG #MAGA #KavanaughAccuser,NOT,7600
@USER why do conservatives not understand grammar,NOT,7601
@USER Time to take this twt down. Is there anyone in our team with an ounce of guts?. @USER @USER,NOT,7602
10. New Gun Control Laws 11. Term Limits 12. Eliminate lifetime salaries for politicians 13. Same medical benefits as any other Federal Employee 14. Federal Holiday on Election Days 15. A review of Presidential powers of pardon,NOT,7603
@USER Here is the thing I ain’t disputing that as a nation we have problems and never have I. However to say someone is likely to die earlier in Botswana than anywhere in the world is a reach. That’s where I felt you are just exaggerating.,NOT,7604
"@USER It's hard to believe you are 39.  I remember you as the cute first daughter"" in the White House.  I voted for your dad twice.  You have been a true force for good.  Thank you.""",NOT,7605
@USER @USER Ha! I’ve met you both and neither of you are dull! Me on the other hand.....😌,NOT,7606
@USER @USER @USER Can you eat this child you are wild,NOT,7607
@USER lol he thinks his ex girlfriend was an antifa infiltrator?,NOT,7608
@USER @USER @USER He didn't pay a money for his accounts and stuff.  So he is now a stranger.  And everything it is because of his obsession for Sonic.  I hope that he dies there.,OFF,7609
Are WE anywhere in this? Am I REALLY just asking @USER @USER (I see #SlimShady EVERYWHERE in this lol) #TheGreatAwakening #Qanon #MAGA - Time to ALL wake up to OURSELVES! #TheStorm #WWG1WGA #JesusIsBack #GodIsGreat @USER URL,NOT,7610
@USER whens the next meeting?,NOT,7611
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER MAGA-nificient Patriots!!  Please FB,NOT,7612
@USER I think it’s ok to say “I disagree with Bernie on some military spending and find his record on gun control troubling” but still support him.,NOT,7613
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Why do you keep telling this lie? There WERE ppl there that did not belong to Antifa/KKK that were just there supporting or not supporting the statues staying or going.#Dems love repeating lies because they have nothing else. Do you repeat hands up don't shoot too? Probably.,NOT,7614
"29. @USER Listened To The Liberals; Democrats And Their Bed-Buddies In the MSM DEMAND Transparency"" From the @USER   Well, Your About To Get A YUGE Scoop Of ""Transparency"" From him. Like I Said In the Start of This Thread: Be Careful What You Wish For.  ~End. URL",OFF,7615
@USER If you want to #MAGA:  1. Stop Intellectual Property theft by China. 2. Pivot away from China and give business to other Asia countries. 3. Ask US business to move to other countries 4. Tax reciprocally 5. Make Xi look weak!  Demolish South China Sea. Xi is a crook!  @USER,OFF,7616
@USER @USER @USER @USER @USER @USER @USER @USER Omg....he is sex on legs,OFF,7617
"@USER It's called FDS or otherwise commonly known as not getting your way"". Antifa members hard at work. 😂""",NOT,7618
@USER @USER @USER @USER Woooow he is so awesome !!! URL,NOT,7619
@USER is the main muckspreader for @USER and do not be surprised about the various twists and turns of the #Fake #Novichok stories URL,NOT,7620
"2) In a weird way the debate about Section 33 reminds me of the gun control debate in the US. They have laws that allow people to own guns designed to kill people yet are shocked when guns are used to kill people. We assumed they would restrain themselves.""""",OFF,7621
@USER @USER @USER @USER EVIL @USER MUST BE STOPPED! HE IS A MAJOR PART OF THE SWAMP IN DC! #MAGA #WWG1WGA #DrainTheSwamp  #QAnons  #DOWN_WITH_GOVERNMENT_CORRRUPTION,NOT,7622
@USER @USER @USER @USER We have thousands of gun control laws. Which ones aren’t “sensible” enough for you?,NOT,7623
@USER @USER Wow you are to sweet,NOT,7624
@USER MEANWHILE... Greatest economy ever. More jobs for blacks and hispanics in history. 401K is kicking ass. MS13 and ILLEGALS are being DEPORTED daily. NK is back to the table for denuclearizing. Trump is draining the corruption of DOJ and FBI. #OUTFRICKINGSTANDING!  #MAGA2020 URL,OFF,7625
@USER @USER   Pls take a look at signing gordon he is the deep threat with goodwin hurt we need and only 27. @USER  come play with Grop,OFF,7626
@USER @USER @USER @USER Reasonable gun control = use 2 hands.,NOT,7627
@USER @USER @USER @USER @USER @USER @USER @USER @USER We waiting on mean ass Florence to do what she gonna do. Ack,OFF,7628
"@USER @USER he/she is lying also. claiming I didn't know they were dating"" but when you look at her old tweets you can see her arguing with Careeeema and saying they're dating. Plus Tom and Z are too careful to hold hands in public. 😂""",NOT,7629
@USER When is this low IQ piece of human trash going to go away. Nobody cares what this wack job has to say so why is she constantly in our faces. If she thinks Mr. Trump has acted despicably what does she call going on live television and telling people to attack conservatives?,OFF,7630
@USER @USER *rich liberals*,NOT,7631
"@USER @USER @USER @USER Don't worry fellow #Antifa and #resist member, I have made an excellent plan to stop Russian influence for good. I call it General Plan Ost"". We will invade Russia's western border in three different army groups while cleansing the population all the way to Moscow!""",NOT,7632
@USER @USER Anyone who supports gun control is a racist.  Just like Shannon Twatts,OFF,7633
@USER AS IT SHOULD BE!,NOT,7634
@USER He is what the industry stands for. All about spreadsheets and no care for the human side.,OFF,7635
@USER Lol antifa been doing it to republicans for a year you didn’t care when it was Betsy devos,NOT,7636
@USER @USER Demorats hold Conservatives&amp;GOP to a higher standard than they hold themselves to,NOT,7637
@USER Why I love ong seongwu? Bsc he is the reason of my smile and tears. He such a precious human being on earth and the ongly one that can brighten up my mood. Why I cry is bcs im so poor that I cant afford to spend much on him but thats encourage me to do better in life bcs of him💖,NOT,7638
@USER @USER yes like going after the 5pc on plastic bags so that @USER could get their own way on uni credit and austerity and even now go back on a promise to cut tax for self employed,NOT,7639
@USER @USER Yes as the Democrats and liberals continue to sabotage the November elections it would be the intelligent thing to do so say 20+Million Veterans URL,NOT,7640
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER So does antifa go to Church?,NOT,7641
ANXIETY FUCKING SUCKS !,OFF,7642
@USER @USER Dolt. You’ve become another nail for Hammer Trump.,OFF,7643
But does he schmooze with Communist #Putin in Helsinki like your daddy?   . @USER @USER @USER #MAGA @USER @USER @USER @USER URL,OFF,7644
@USER @USER @USER @USER @USER BS.  No we don't support gun control.  We support #2A that says SHALL NOT BE INFRINGED.  Go read some history and find out why.  You are part of the reason.,OFF,7645
@USER @USER That wench is on something.  She must be to spout her drivel.  Wanna bet someone gives her the beating first.  Let's see .. she is in a parking lot with no one else around and a few black women who are much better then her find her.  Or white people much brighter :),OFF,7646
@USER Another elitist who is out of touch with the patriotic Americans!,OFF,7647
"@USER 🏴‍☠️ This Deplorable"" from the ""Dregs of Society"" says #PUBLIC_EXECUTIONS WILL MAKE CRIMINALS THINK HARDER ABOUT BEING POLITICIANS‼️ #MAGA #WWG1WGA #QAnon #DrainTheSwamp #DrainTheDeepState""",OFF,7648
